ID,ParkName,LocationName,ParkType,CAPACITY,Open,Close,CountyName,LONGITUDE,LATITUDE
1,Vali Konagi Caddesi 1,Sisli Vali Konagi Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Sisli,28.98797494,41.04882336
2,Sakayik Sokak 1,Sisli Sakayik Soka,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Sisli,28.99556561,41.0495233
3,Husrev Gerede Sokak 1,Sisli Husrev Gerede Caddes,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Sisli,28.99497558,41.04838954
4,Sezai Selek Sokak 1,Seza-I Selek Caddes,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Sisli,28.99597417,41.0533862
5,Macka Caddesi 1,Sisli Macka Caddes,Yol Ustu,40,8:00:00 AM,12:00:00 AM,Sisli,28.99295483,41.04662969
6,Macka Caddesi 6,Sisli Macka Caddes,Yol Ustu,50,8:00:00 AM,12:00:00 AM,Sisli,28.9944976,41.04782937
7,Taskisla Caddesi 3,Sisli Taskisla Caddes,Yol Ustu,0,9:00:00 AM,9:00:00 PM,Sisli,28.99130231,41.04793756
8,Vefa Bey Sokak 1,Vefabey Soka,Yol Ustu,37,8:00:00 AM,6:00:00 PM,Besiktas,29.0066024,41.06550572
9,Muselles Sokak 2,Muselles Soka,Yol Ustu,40,7:00:00 AM,5:00:00 PM,Sisli,29.01158813,41.06882973
10,Alemdag Caddesi 5,Alemdag Caddes,Yol Ustu,20,8:00:00 AM,7:00:00 PM,Umraniye,29.094108,41.02553124
11,Ihlamur Dere Caddesi 1,Ihlamur Dere Caddes,Yol Ustu,27,9:00:00 AM,7:00:00 PM,Besiktas,29.00345252,41.04380164
12,Ihlamur Dere Caddesi 6,Ihlamur Dere Caddes,Yol Ustu,27,9:00:00 AM,7:00:00 PM,Besiktas,29.00240296,41.0463833
13,Dereboyu Caddesi 2,Ortakoy Dereboyu Caddes,Yol Ustu,22,9:00:00 AM,6:00:00 PM,Besiktas,29.02380757,41.05257919
14,Alemdag Caddesi 21 (Test),Alemdag Caddes,Yol Ustu,500,8:00:00 AM,7:00:00 PM,Umraniye,29.09920116,41.02530986
15,Karakol Caddesi 1,Karakol Caddes,Yol Ustu,18,8:00:00 AM,7:00:00 PM,Besiktas,29.01640716,41.07540298
16,Gonca Esnaf Onu 1,Levent Esnaf On,Yol Ustu,23,8:00:00 AM,7:00:00 PM,Besiktas,29.01669586,41.07599431
17,Bosna Bulvari 4,Umraniye Bosna Bulvar,Yol Ustu,40,8:00:00 AM,7:00:00 PM,Umraniye,29.08447433,41.02493862
18,Hakimiyet-I Milliye Caddesi 2,Uskudar Hakimiyet-I Milliye Caddes,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Uskudar,29.01603252,41.02254297
19,Persembe Pazari 2,Karakoy Persembe Pazar,Yol Ustu,32,8:00:00 AM,6:00:00 PM,Beyoglu,28.97027889,41.02412105
20,Poyraz Yol Ustu 6,Poyraz Yol Ust,Yol Ustu,36,8:00:00 AM,6:00:00 PM,Kadikoy,29.04050264,40.9920092
21,Atasehir Bulvari 5,Atasehir Bulvar,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Atasehir,29.12531912,40.99284405
22,Kabatas Set Ustu 1,Kabatas Setust,Yol Ustu,60,8:00:00 AM,6:00:00 PM,Beyoglu,28.99394452,41.03618849
23,Ataturk Bulvari,Ataturk Bulvari ,Yol Ustu,50,7:30:00 AM,6:30:00 PM,Fatih,28.95351984,41.01226237
24,Rumeli Hisar Onu Acik Otoparki,Rumeli Hisar On,Acik Otopark,70,12:00:00 AM,11:59:00 PM,Sariyer,29.05671121,41.08545938
25,İstinye 3 ( Hastane Karsisi ),İstinye Caddes,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Sariyer,29.05616025,41.11496361
26,Sariyer Deresi Sokak 1,Sariyer Deresi Soka,Yol Ustu,13,8:00:00 AM,6:00:00 PM,Sariyer,29.05703742,41.16885705
27,Kazim Ozalp Sokak 4,Kazim Ozalp Soka,Yol Ustu,40,9:00:00 AM,8:00:00 PM,Kadikoy,29.07491151,40.96118662
28,Kazim Ozalp Sokak 8,Kazim Ozalp Soka,Yol Ustu,40,9:00:00 AM,8:00:00 PM,Kadikoy,29.07739436,40.96354416
29,Yali Kosku Caddesi 1,Yali Kosku Caddes,Yol Ustu,100,7:00:00 AM,10:00:00 PM,Fatih,28.97540372,41.01622884
30,Kartal Hurriyet Caddesi 2,Kartal Hurriyet Caddes,Yol Ustu,30,8:00:00 AM,6:00:00 PM,Kartal,29.18625801,40.8890848
31,Kartal Hurriyet Caddesi 4,Kartal Hurriyet Caddes,Yol Ustu,30,8:00:00 AM,6:00:00 PM,Kartal,29.18836517,40.8894515
32,Kartal Savarona Caddesi 1,Kartal Savarona Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Kartal,29.18308742,40.88720012
33,Pendik Lokman Hekim Caddesi 1,Pendik Lokman Hekim Caddes,Yol Ustu,25,9:00:00 AM,7:00:00 PM,Pendik,29.23520653,40.87943211
34,Gonca Sokak 2,Gonca Soka,Yol Ustu,16,8:00:00 AM,7:00:00 PM,Besiktas,29.01695717,41.07598764
35,Oda Kule Onu 1,Odakule On,Yol Ustu,30,7:00:00 AM,12:00:00 AM,Beyoglu,28.97506075,41.03225121
36,Nakilbent Sokak,Nakilbent Soka,Yol Ustu,80,8:00:00 AM,2:00:00 AM,Fatih,28.97429097,41.00396275
37,Dostluk Yurdu 1,Dostluk Yurdu Soka,Yol Ustu,50,7:00:00 AM,6:00:00 PM,Fatih,28.97277521,41.00708874
38,Guvenlik Caddesi 1,Guvenlik Caddes,Yol Ustu,35,8:00:00 AM,6:00:00 PM,Fatih,28.95669291,41.00702918
39,Fuat Pasa Caddesi 2,Fuat Pasa Caddes,Yol Ustu,40,7:30:00 AM,6:00:00 PM,Fatih,28.96600818,41.01291569
40,Fuat Pasa Caddesi 3,Fuat Pasa Caddes,Yol Ustu,30,7:30:00 AM,6:00:00 PM,Fatih,28.96599077,41.01336494
41,Atasehir Bulvari 15,Atasehir Bulvar,Yol Ustu,20,8:00:00 AM,6:00:00 PM,Atasehir,29.12105441,40.99274687
42,Fevzipasa Caddesi 9,Fevzipasa Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Fatih,28.94885127,41.01818101
43,Fevzipasa Caddesi 11,Fevzipasa Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Fatih,28.94766364,41.01936174
44,Fevzipasa Caddesi 19,Fevzipasa Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Fatih,28.94438343,41.02274325
45,Samatya Sahil,Samatya Sahi,Acik Otopark,80,12:00:00 PM,10:00:00 PM,Fatih,28.9327924,40.99894483
46,Hasanpasa Muhtarlik Acik Otoparki,Hasanpasa Muhtarlik Acik Otopark,Acik Otopark,100,8:00:00 AM,10:00:00 PM,Kadikoy,29.0429124,40.99737874
47,Akdeniz Caddesi 4,Akdeniz Caddes,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Fatih,28.94701281,41.01946027
48,Bakirkoy İstanbul Caddesi 9,Bakirkoy İstanbul Caddes,Yol Ustu,45,8:00:00 AM,7:00:00 PM,Bakirkoy,28.87968356,40.97870607
49,Zeytinburnu 58. Bulvar 3,Zeytinburnu 58. Bulva,Yol Ustu,34,9:00:00 AM,7:00:00 PM,Zeytinburnu,28.90382735,40.99299765
50,Bayrampasa Numunebagi Caddesi 2,Bayrampasa Numunebagi Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Bayrampasa,28.91442798,41.03210103
51,Bayrampasa Numunebagi Caddesi 3,Bayrampasa Numunebagi Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Bayrampasa,28.91436396,41.0319549
52,Ahmet Kutsi Tecer Caddesi 1,Ahmet Kutsi Tecer Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Gungoren,28.88703467,41.00873046
53,Ahmet Kutsi Tecer Caddesi 13,Ahmet Kutsi Tecer Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Gungoren,28.88903751,41.00557221
54,Yener Sokak 1,Yener Soka,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Besiktas,29.00925004,41.0642035
55,Sabanci Ogretmen Evi Onu 3,Sabanci Ogretmen Evi On,Yol Ustu,27,9:00:00 AM,8:00:00 PM,Beykoz,29.065546,41.08000996
56,Yesilkoy İstasyon Caddesi 3,Yesilkoy İstasyon Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Bakirkoy,28.82451249,40.96145583
57,Yesilkoy İstasyon Caddesi 10,Yesilkoy İstasyon Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Bakirkoy,28.82377861,40.96036554
58,Yesilkoy İstasyon Caddesi 16,Yesilkoy İstasyon Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Bakirkoy,28.82422379,40.96100075
59,Florya Havuzlu Bahce,Florya Havuzlu Bahc,Acik Otopark,135,8:00:00 AM,7:00:00 PM,Bakirkoy,28.79080593,40.97642009
60,Kartal Balikcilar Acik,Kartal Balikcila,Acik Otopark,100,8:00:00 AM,8:00:00 PM,Kartal,29.18842767,40.88724834
61,Ataturk Caddesi 2,Silivri Ataturk Caddes,Yol Ustu,30,9:00:00 AM,11:00:00 PM,Silivri,28.24356375,41.07366992
62,Ataturk Caddesi 6 (0-20 Dakika Ucretsiz),Silivri Ataturk Caddes,Yol Ustu,50,9:00:00 AM,11:00:00 PM,Silivri,28.2434786,41.07207422
63,Maslak P+R Yol Ustu,Maslak P+,Acik Otopark,150,12:00:00 AM,11:59:00 PM,Sariyer,29.02409572,41.11664081
64,Topkapi Minibus Peronlari,Topkapi Minibus Peronlar,Minibus Park,270,12:00:00 AM,11:59:00 PM,Zeytinburnu,28.91867522,41.01816315
65,Karakoy Katli,Karakoy Katl,Kapali Otopark,600,12:00:00 AM,11:59:00 PM,Beyoglu,28.9772178,41.02289391
66,Bakirkoy İdo İskele Onu,Bakirkoy İdo İskelesi On,Acik Otopark,300,12:00:00 AM,11:59:00 PM,Bakirkoy,28.87604019,40.97396593
67,Sanatkarlar Caddesi 1,Silivri Sanatkarlar Caddes,Yol Ustu,70,9:00:00 AM,9:00:00 PM,Silivri,28.24413139,41.07580506
68,Ortakoy Acik,Ortakoy Aci,Acik Otopark,200,12:00:00 AM,11:59:00 PM,Besiktas,29.03259985,41.0504157
69,Savas Caddesi 3,Savas Caddes,Yol Ustu,40,8:00:00 AM,6:00:00 PM,Gungoren,28.8874201,41.01283046
70,Capitol Avm Onu Taksi Duragi,Capitol Avm Onu Taksi Durag,Taksi Park,5,11:00:00 AM,7:00:00 PM,Uskudar,29.03918265,41.02131939
71,Harbiye Zemin Alti Otoparki,Harbiye Zemin Alti Otopark,Kapali Otopark,142,12:00:00 AM,11:59:00 PM,Beyoglu,28.98788198,41.04053983
72,Kadikoy İski Acik Otoparki,Kadikoy İski Acik Otopark,Acik Otopark,89,12:00:00 AM,11:59:00 PM,Kadikoy,29.02080417,40.9873655
73,Bostanci Acik,Bostanci Aci,Acik Otopark,375,12:00:00 AM,11:59:00 PM,Kadikoy,29.09025517,40.9522909
74,Bostanci Sahil-Cep Acik Otoparki,Bostanci Sahil Ce,Acik Otopark,195,12:00:00 AM,11:59:00 PM,Kadikoy,29.08848729,40.95452326
75,Pendik Katli Otoparki,Pendik Katl,Kapali Otopark,120,12:00:00 AM,11:59:00 PM,Pendik,29.234182,40.87893488
76,Umraniye Katli Otoparki,Umraniye Katli Otopark,Kapali Otopark,665,12:00:00 AM,11:59:00 PM,Umraniye,29.09533498,41.0260923
77,Haldun Alagas Katli Otoparki,Haldun Alagas Katl,Kapali Otopark,240,12:00:00 AM,11:59:00 PM,Umraniye,29.10509523,41.02607037
78,Mevlana Yeralti Katli Otoparki,Mevlana Yer Alti Otopark,Kapali Otopark,1000,12:00:00 AM,11:59:00 PM,Zeytinburnu,28.90463592,41.00565883
79,Kartal Hasan Dogan Spor Kompleksi,Kartal Hasan Dogan Spor Kompleks,Kapali Otopark,400,12:00:00 AM,11:59:00 PM,Kartal,29.18991159,40.89253439
80,Haseki Caddesi 1,Haseki Caddes,Yol Ustu,32,7:30:00 AM,6:00:00 PM,Fatih,28.94403974,41.00911782
81,Siyavuspasa Yer Alti Otoparki,Siyavuspasa Yer Alti Otopark,Kapali Otopark,155,12:00:00 AM,11:59:00 PM,Bahcelievler,28.85315581,40.99651351
82,Atasehir Bulvari Taksi Duragi,Atasehir Bulvari Taksi Durag,Taksi Park,30,8:00:00 AM,4:00:00 PM,Atasehir,29.12670675,40.99257198
83,Gencler Caddesi 2,Gencler Caddes,Yol Ustu,35,8:00:00 AM,7:00:00 PM,Bakirkoy,28.87135056,40.98051447
84,Haciosman Metro Yer Alti Otoparki,Haciosman Metro Yer Alti Otopark,Kapali Otopark,422,12:00:00 AM,11:59:00 PM,Sariyer,29.03052064,41.14016159
85,Deniz Feneri Otoparki,Deniz Feneri Otopark,Acik Otopark,175,12:00:00 AM,11:59:00 PM,Fatih,28.97720776,41.00193367
86,Mete Caddesi 2,Mete Caddes,Yol Ustu,25,7:30:00 AM,8:30:00 PM,Beyoglu,28.98839662,41.03895346
87,Mete Caddesi 1,Mete Caddes,Yol Ustu,25,7:30:00 AM,8:30:00 PM,Beyoglu,28.98795718,41.03823256
88,İdealtepe Acik Otoparki,İdealtepe Acik Otopark,Acik Otopark,181,8:00:00 AM,1:00:00 AM,Maltepe,29.11371933,40.93766916
89,Kadikoy Besiktas İskele Onu Taksi Duragi,Kadikoy Besiktas İskele Onu Taksi Durag,Taksi Park,50,7:00:00 AM,10:00:00 PM,Kadikoy,29.02199347,40.99105095
90,Veteriner Hilmi Sokak Yol Ustu 1,Veteriner Hilmi Sokak Yol Ust,Yol Ustu,20,8:00:00 AM,6:00:00 PM,Sisli,28.98917878,41.06028838
91,Deniz Feneri Otoparki,Deniz Feneri Otopark,Acik Otopark,175,12:00:00 AM,11:59:00 PM,Fatih,28.97681674,41.00127884
